date_created,date_closed,stage,market_segment,Sum of net_revenue,Count of deal_id
4/24/2024,6/7/2024,Closed Lost,SMB,7884,1
4/24/2024,6/21/2024,Closed Lost,Mid Market,31434,1
4/24/2024,6/28/2024,Closed Won,Mid Market,20280,1
4/24/2024,7/19/2024,Closed Lost,Mid Market,15724,1
4/24/2024,8/2/2024,Closed Lost,Mid Market,21898.8,1
4/24/2024,8/9/2024,Closed Won,Mid Market,95434.2,1
4/24/2024,8/23/2024,Closed Lost,Mid Market,23770.8,1
4/24/2024,10/11/2024,Closed Lost,Mid Market,47848.32,1
4/24/2024,11/29/2024,Closed Lost,SMB,5580,1
4/25/2024,4/26/2024,Closed Won,Mid Market,1800,1
4/25/2024,6/7/2024,Closed Lost,SMB,5807.88,1
4/25/2024,6/28/2024,Closed Lost,SMB,5260,1
4/25/2024,7/12/2024,Closed Lost,Mid Market,15069.6,1
4/25/2024,8/2/2024,Closed Lost,SMB,5260,1
4/25/2024,8/2/2024,Closed Won,SMB,1847.28,1
4/25/2024,8/9/2024,Closed Lost,SMB,5260,1
4/25/2024,8/16/2024,Closed Lost,Large Market,236280,1
4/25/2024,8/23/2024,Closed Lost,Mid Market,34680,1
4/25/2024,11/1/2024,Closed Lost,SMB,5260,1
4/25/2024,11/15/2024,Closed Lost,SMB,5545.08,1
4/25/2024,1/10/2025,Closed Lost,Large Market,232716.96,1
4/26/2024,5/3/2024,Closed Won,Indirect,1895.04,1
4/26/2024,6/14/2024,Closed Lost,Mid Market,42600,1
4/26/2024,6/14/2024,Closed Won,SMB,4071.24,1
4/26/2024,6/28/2024,Closed Lost,Indirect,356.4,1
4/26/2024,8/9/2024,Closed Lost,SMB,1256,1
4/26/2024,8/30/2024,Closed Won,Mid Market,70509.24,1
4/28/2024,8/16/2024,Closed Won,Large Market,404305.56,1
4/29/2024,5/17/2024,Closed Lost,SMB,1098,1
4/29/2024,6/14/2024,Closed Lost,SMB,9171.72,1
4/29/2024,7/5/2024,Closed Lost,Large Market,237540.6,1
4/29/2024,7/19/2024,Closed Lost,Mid Market,15039,1
4/29/2024,7/26/2024,Closed Won,Mid Market,30450,1
4/29/2024,7/26/2024,Closed Won,SMB,5840,1
4/29/2024,8/9/2024,Closed Lost,Large Market,238514.16,1
4/29/2024,8/9/2024,Verbal,Large Market,254100,1
4/29/2024,9/6/2024,Closed Won,Mid Market,15820.56,1
4/29/2024,10/18/2024,Closed Lost,Large Market,377454,1
4/30/2024,6/7/2024,Closed Lost,SMB,4464,1
4/30/2024,6/7/2024,Closed Won,SMB,3542.4,1
4/30/2024,7/5/2024,Closed Lost,SMB,10786,2
4/30/2024,8/2/2024,Closed Lost,Mid Market,55296,1
4/30/2024,8/30/2024,Closed Lost,SMB,2835,1
4/30/2024,10/25/2024,Closed Lost,Mid Market,10767,1
4/30/2024,11/8/2024,Closed Won,SMB,5580,1
4/30/2024,11/29/2024,Closed Lost,SMB,3444,1
4/30/2024,2/28/2025,Closed Lost,SMB,5788,1
5/1/2024,6/7/2024,Closed Lost,SMB,6209.28,1
5/1/2024,7/12/2024,Closed Lost,Mid Market,14138.88,1
5/1/2024,8/2/2024,Closed Lost,Mid Market,18254.16,1
5/1/2024,8/16/2024,Closed Lost,Large Market,126137.28,1
5/1/2024,8/16/2024,Closed Lost,Mid Market,14112,1
5/1/2024,8/23/2024,Closed Lost,Mid Market,27360,1
5/1/2024,8/30/2024,Closed Lost,SMB,6570,1
5/1/2024,9/20/2024,Closed Won,Mid Market,80586,2
5/1/2024,9/27/2024,Closed Won,Mid Market,47659.56,1
5/1/2024,10/11/2024,Closed Lost,Mid Market,42470.4,1
5/1/2024,10/11/2024,Closed Lost,SMB,10520,2
5/1/2024,11/15/2024,Closed Lost,SMB,5572.8,1
5/1/2024,12/13/2024,Closed Lost,Indirect,954.6,1
5/2/2024,5/31/2024,Closed Won,SMB,8640,1
5/2/2024,6/7/2024,Closed Lost,Mid Market,10161.6,1
5/2/2024,6/7/2024,Verbal,Mid Market,168000,1
5/2/2024,7/5/2024,Closed Lost,SMB,10520,2
5/2/2024,8/9/2024,Closed Lost,Mid Market,45636,2
5/2/2024,8/9/2024,Closed Lost,SMB,1600,1
5/2/2024,8/23/2024,Closed Lost,Mid Market,65088,1
5/2/2024,8/23/2024,Closed Won,SMB,3560.4,1
5/2/2024,9/6/2024,Closed Lost,Mid Market,82508.4,1
5/2/2024,9/20/2024,Closed Lost,Mid Market,20412,1
5/2/2024,9/27/2024,Closed Lost,Mid Market,11501.28,1
5/2/2024,10/18/2024,Closed Lost,Mid Market,29568,1
5/2/2024,10/25/2024,Closed Lost,Mid Market,10560,1
5/2/2024,11/29/2024,Closed Lost,SMB,7348.32,1
5/3/2024,6/7/2024,Closed Lost,SMB,6900,1
5/3/2024,6/21/2024,Closed Won,SMB,1476,1
5/3/2024,7/19/2024,Closed Lost,Indirect,4802.25,1
5/3/2024,7/26/2024,Closed Lost,Mid Market,11468.16,1
5/3/2024,8/9/2024,Closed Lost,Indirect,47250,1
5/3/2024,8/9/2024,Verbal,Large Market,647310.24,1
5/3/2024,8/23/2024,Closed Lost,Indirect,30240,1
5/3/2024,12/13/2024,Closed Lost,Indirect,240000,2
5/3/2024,1/10/2025,Closed Lost,Indirect,180000,1
5/3/2024,3/21/2025,Closed Lost,Indirect,36000,1
5/3/2024,10/31/2025,Closed Lost,Indirect,60840,1
5/6/2024,5/10/2024,Closed Won,Mid Market,3124.8,1
5/6/2024,6/21/2024,Closed Lost,Mid Market,26303.94,1
5/6/2024,8/23/2024,Closed Won,Mid Market,109411.2,1
5/6/2024,8/30/2024,Closed Lost,Mid Market,22452.48,2
5/6/2024,9/6/2024,Closed Lost,Mid Market,11971.2,1
5/6/2024,10/11/2024,Closed Lost,Mid Market,16787.16,1
5/6/2024,12/13/2024,Closed Lost,Indirect,0,5
5/7/2024,6/14/2024,Closed Lost,SMB,10520,2
5/7/2024,7/12/2024,Closed Won,Mid Market,38556,1
5/7/2024,7/26/2024,Closed Lost,Indirect,5649.6,1
5/7/2024,8/2/2024,Closed Lost,Mid Market,16901.28,1
5/7/2024,8/9/2024,Closed Won,Mid Market,66690,1
5/7/2024,8/30/2024,Closed Lost,SMB,5260,1
5/7/2024,9/6/2024,Closed Lost,Mid Market,36036,1
5/7/2024,9/20/2024,Closed Lost,Mid Market,38760,1
5/7/2024,11/22/2024,Closed Lost,Mid Market,9448.8,1
5/7/2024,11/29/2024,Closed Lost,SMB,5260,1
5/7/2024,12/6/2024,Closed Lost,SMB,5260,1
5/7/2024,12/13/2024,Closed Lost,Indirect,3000,1
5/8/2024,5/10/2024,Closed Won,SMB,5580,1
5/8/2024,6/14/2024,Closed Won,SMB,5580,1
5/8/2024,6/21/2024,Closed Lost,SMB,5260,1
5/8/2024,6/21/2024,Closed Won,Mid Market,116280,1
5/8/2024,6/28/2024,Closed Lost,Mid Market,45530.88,1
5/8/2024,6/28/2024,Closed Lost,SMB,1256,1
5/8/2024,7/12/2024,Closed Lost,SMB,5260,1
5/8/2024,7/19/2024,Closed Lost,Mid Market,186419.76,2
5/8/2024,7/26/2024,Closed Lost,Large Market,240000,1
5/8/2024,8/2/2024,Closed Lost,Mid Market,207938.52,3
5/8/2024,8/23/2024,Closed Won,Mid Market,16239,1
5/8/2024,9/6/2024,Closed Lost,Mid Market,33264,1
5/8/2024,9/13/2024,Closed Lost,Mid Market,6832.8,1
5/8/2024,9/27/2024,Closed Lost,Mid Market,20866.56,1
5/8/2024,10/25/2024,Closed Won,Mid Market,7327.32,1
5/8/2024,11/8/2024,Closed Lost,SMB,5260,1
5/9/2024,6/21/2024,Closed Won,Indirect,306,1
5/9/2024,7/5/2024,Closed Lost,Mid Market,17310.84,1
5/9/2024,7/5/2024,Closed Lost,SMB,7884,1
5/9/2024,7/12/2024,Closed Lost,Mid Market,141863.04,1
5/9/2024,8/2/2024,Closed Lost,Mid Market,122892,1
5/9/2024,8/16/2024,Closed Lost,Mid Market,11877.48,1
5/9/2024,9/13/2024,Closed Lost,SMB,6570,1
5/9/2024,11/8/2024,Closed Lost,Mid Market,9198,1
5/9/2024,11/8/2024,Closed Lost,SMB,7884,1
5/9/2024,11/29/2024,Closed Lost,SMB,5260,1
5/10/2024,5/24/2024,Closed Won,Mid Market,13437,2
5/10/2024,5/24/2024,Closed Won,SMB,3281.76,1
5/10/2024,5/31/2024,Closed Lost,SMB,5260,1
5/10/2024,6/14/2024,Closed Lost,SMB,5580,1
5/10/2024,10/4/2024,Closed Lost,Mid Market,11037.6,1
5/10/2024,10/4/2024,Closed Lost,SMB,7516.8,1
5/13/2024,5/24/2024,Closed Won,SMB,1678.08,1
5/13/2024,5/31/2024,Closed Lost,Mid Market,46008,1
5/13/2024,6/21/2024,Closed Won,Mid Market,52040.16,1
5/13/2024,7/5/2024,Closed Won,SMB,5840,1
5/13/2024,7/19/2024,Closed Lost,SMB,5260,1
5/13/2024,7/19/2024,Closed Won,Mid Market,68820.12,1
5/13/2024,8/30/2024,Closed Lost,Mid Market,29762.64,1
5/13/2024,8/30/2024,Closed Lost,SMB,6753.72,1
5/13/2024,8/30/2024,Closed Won,Mid Market,36849.84,1
5/13/2024,9/13/2024,Closed Lost,Mid Market,34162.8,1
5/13/2024,9/20/2024,Closed Lost,Mid Market,19671.6,1
5/13/2024,10/11/2024,Closed Won,SMB,5840,1
5/13/2024,11/15/2024,Closed Lost,SMB,5260,1
5/14/2024,7/19/2024,Closed Lost,Mid Market,35112,1
5/14/2024,7/19/2024,Closed Lost,SMB,5580,1
5/14/2024,11/8/2024,Closed Lost,SMB,5260,1
5/15/2024,7/5/2024,Closed Won,SMB,5580,1
5/15/2024,7/19/2024,Closed Lost,Mid Market,35965.92,2
5/15/2024,7/19/2024,Closed Won,SMB,5840,1
5/15/2024,8/30/2024,Closed Won,Mid Market,12364.44,1
5/15/2024,9/6/2024,Closed Lost,Mid Market,21520.8,1
5/15/2024,11/15/2024,Closed Lost,Mid Market,20448,1
5/15/2024,11/29/2024,Closed Lost,SMB,5840,1
5/15/2024,8/22/2025,Verbal,Large Market,453996.84,1
5/16/2024,5/17/2024,Closed Lost,SMB,5260,1
5/16/2024,6/7/2024,Closed Lost,SMB,6044.4,1
5/16/2024,7/5/2024,Closed Lost,Mid Market,31416,1
5/16/2024,7/19/2024,Closed Lost,SMB,8631.8,2
5/16/2024,7/26/2024,Closed Lost,Mid Market,50688,1
5/16/2024,7/26/2024,Closed Lost,SMB,4476,1
5/16/2024,8/2/2024,Closed Lost,Mid Market,36756.84,1
5/16/2024,8/9/2024,Closed Lost,Mid Market,13140,1
5/16/2024,8/9/2024,Closed Lost,SMB,6900,1
5/16/2024,8/23/2024,Closed Lost,Mid Market,41594.4,1
5/16/2024,8/30/2024,Closed Lost,SMB,1476,1
5/16/2024,8/30/2024,Closed Won,Mid Market,19311.6,1
5/16/2024,8/30/2024,Closed Won,SMB,5140.8,1
5/16/2024,9/27/2024,Closed Lost,Mid Market,44760.96,2
5/16/2024,11/8/2024,Closed Lost,SMB,5260,1
5/16/2024,11/29/2024,Closed Lost,SMB,1296,1
5/16/2024,12/13/2024,Closed Lost,Indirect,28800,1
5/16/2024,12/13/2024,Closed Won,Indirect,14400,1
5/16/2024,1/10/2025,Closed Won,Mid Market,17539.2,1
5/16/2024,2/28/2025,Closed Lost,SMB,5260,1
5/16/2024,4/25/2025,Closed Lost,Large Market,668376,1
5/16/2024,10/10/2025,Closed Lost,Large Market,88668.72,1
5/17/2024,5/24/2024,Closed Won,Indirect,8901.12,2
5/17/2024,6/7/2024,Closed Lost,Mid Market,77598.72,1
5/17/2024,7/12/2024,Closed Lost,Indirect,9900,1
5/17/2024,7/12/2024,Closed Won,Mid Market,37627.2,1
5/17/2024,7/19/2024,Closed Lost,Mid Market,61192.8,2
5/17/2024,10/4/2024,Closed Won,Mid Market,55800,1
5/17/2024,10/18/2024,Closed Lost,Mid Market,10680,1
5/20/2024,5/24/2024,Closed Won,Indirect,3672,1
5/20/2024,6/14/2024,Closed Lost,Mid Market,11484.36,1
5/20/2024,7/19/2024,Closed Lost,SMB,9198,1
5/20/2024,8/9/2024,Closed Lost,SMB,5260,1
5/20/2024,9/20/2024,Closed Lost,Mid Market,9513.36,1
5/20/2024,1/10/2025,Closed Lost,Indirect,158400,1
5/21/2024,5/24/2024,Closed Won,SMB,2757.24,1
5/21/2024,6/21/2024,Closed Won,SMB,5260,1
5/21/2024,6/28/2024,Closed Lost,SMB,5260,1
5/21/2024,7/19/2024,Closed Lost,SMB,2260.848,1
5/21/2024,8/9/2024,Closed Lost,SMB,13853.56,2
5/21/2024,8/30/2024,Closed Lost,SMB,9108,2
5/21/2024,8/30/2024,Closed Won,Large Market,122090.76,1
5/21/2024,9/13/2024,Closed Lost,Mid Market,10853.64,1
5/21/2024,9/20/2024,Closed Lost,Mid Market,9502.272,1
5/21/2024,9/27/2024,Closed Lost,Indirect,24000,1
5/21/2024,9/27/2024,Closed Lost,SMB,5965.56,1
5/21/2024,10/11/2024,Closed Won,Mid Market,35278.32,1
5/21/2024,10/25/2024,Closed Lost,Mid Market,18065.28,1
5/21/2024,11/8/2024,Closed Lost,SMB,5260,1
5/21/2024,11/29/2024,Closed Lost,SMB,6653.2,2
5/21/2024,1/10/2025,Closed Won,Indirect,790320,1
5/21/2024,3/21/2025,Closed Lost,Indirect,325000,2
5/21/2024,10/31/2025,Closed Lost,Indirect,132000,1
5/22/2024,5/24/2024,Closed Won,Indirect,1212.48,2
5/22/2024,5/24/2024,Closed Won,Mid Market,1800,1
5/22/2024,6/14/2024,Closed Lost,Indirect,2900,1
5/22/2024,6/21/2024,Closed Lost,SMB,5260,1
5/22/2024,7/12/2024,Closed Lost,Indirect,56964,1
5/22/2024,7/19/2024,Closed Lost,SMB,2658.24,1
5/22/2024,7/19/2024,Closed Won,SMB,7568.64,1
5/22/2024,8/2/2024,Closed Lost,Mid Market,11826,1
5/22/2024,8/30/2024,Closed Lost,SMB,5518.8,1
5/22/2024,9/20/2024,Closed Lost,Mid Market,22152,1
5/22/2024,9/27/2024,Closed Lost,SMB,5260,1
5/22/2024,11/1/2024,Closed Lost,SMB,5260,1
5/22/2024,11/29/2024,Closed Lost,SMB,7384.68,1
5/22/2024,12/6/2024,Closed Lost,SMB,5260,1
5/23/2024,5/24/2024,Closed Won,Indirect,29954.16,8
5/23/2024,6/7/2024,Closed Lost,Mid Market,35209.44,1
5/23/2024,6/14/2024,Closed Lost,SMB,5260,1
5/23/2024,9/20/2024,Closed Won,Mid Market,78929.76,1
5/23/2024,10/4/2024,Closed Lost,Mid Market,13243.2,1
5/23/2024,10/11/2024,Closed Lost,Mid Market,10202.976,1
5/23/2024,11/22/2024,Closed Won,Mid Market,12734.16,1
5/24/2024,8/16/2024,Closed Lost,Indirect,594000,1
5/24/2024,8/30/2024,Closed Lost,Mid Market,21436.32,1
5/24/2024,8/30/2024,Closed Lost,SMB,7787.34,1
5/24/2024,9/20/2024,Closed Lost,Mid Market,12561.84,1
5/24/2024,12/6/2024,Closed Lost,SMB,5260,1
5/24/2024,12/13/2024,Closed Lost,Indirect,2368.8,1
5/28/2024,6/14/2024,Closed Lost,Mid Market,28236.48,1
5/28/2024,7/12/2024,Closed Won,Mid Market,26240.4,1
5/28/2024,7/19/2024,Closed Lost,SMB,5260,1
5/28/2024,8/9/2024,Closed Lost,Mid Market,43668.96,2
5/28/2024,8/9/2024,Closed Lost,SMB,10840,2
5/28/2024,9/13/2024,Closed Lost,Mid Market,22517.28,1
5/28/2024,9/20/2024,Closed Lost,Mid Market,11818.44,1
5/28/2024,9/27/2024,Closed Won,Mid Market,48978,1
5/28/2024,10/11/2024,Closed Lost,Mid Market,30960,1
5/28/2024,10/18/2024,Closed Won,Mid Market,22117.92,1
5/28/2024,11/1/2024,Closed Lost,Mid Market,22101,1
5/28/2024,11/29/2024,Closed Lost,SMB,8935.2,1
5/29/2024,5/31/2024,Closed Lost,Indirect,506.16,1
5/29/2024,5/31/2024,Closed Lost,Mid Market,6857.64,1
5/29/2024,6/7/2024,Closed Won,Indirect,16800,1
5/29/2024,7/19/2024,Closed Won,Large Market,143229.72,1
5/29/2024,8/16/2024,Closed Lost,Mid Market,24892.56,1
5/29/2024,8/30/2024,Closed Lost,Mid Market,64260,1
5/29/2024,8/30/2024,Closed Lost,SMB,5594.4,1
5/29/2024,9/6/2024,Closed Lost,SMB,5260,1
5/29/2024,9/27/2024,Closed Lost,Mid Market,24912.48,1
5/29/2024,11/15/2024,Closed Lost,SMB,11908.84,2
5/30/2024,5/31/2024,Closed Won,Indirect,119.28,1
5/30/2024,7/12/2024,Closed Lost,Indirect,45000,1
5/30/2024,7/19/2024,Closed Lost,Mid Market,11300.4,1
5/30/2024,7/19/2024,Closed Lost,SMB,6880,1
5/30/2024,7/19/2024,Closed Won,Mid Market,7911.12,1
5/30/2024,8/9/2024,Closed Lost,Mid Market,24052.56,1
5/30/2024,10/25/2024,Closed Lost,Mid Market,12684.6,1
5/30/2024,11/8/2024,Closed Lost,Mid Market,57708,1
5/30/2024,11/15/2024,Closed Won,Mid Market,15984,1
5/30/2024,12/13/2024,Closed Lost,Indirect,76500,2
5/31/2024,6/7/2024,Closed Won,Indirect,1310.4,1
5/31/2024,6/14/2024,Closed Won,Mid Market,9916.32,1
5/31/2024,7/12/2024,Closed Won,SMB,1660,1
5/31/2024,8/2/2024,Closed Lost,SMB,5788,1
5/31/2024,9/13/2024,Closed Lost,Mid Market,15569.28,1
5/31/2024,10/4/2024,Closed Lost,Mid Market,11826,1
5/31/2024,10/25/2024,Closed Won,SMB,5846.4,1
5/31/2024,11/8/2024,Closed Lost,SMB,11647.88,2
5/31/2024,12/13/2024,Closed Lost,Indirect,72297,7
6/3/2024,6/21/2024,Closed Lost,SMB,5260,1
6/3/2024,7/12/2024,Closed Lost,Indirect,2025,1
6/3/2024,8/16/2024,Closed Lost,Mid Market,178605,1
6/3/2024,8/30/2024,Closed Lost,Mid Market,42274.04,1
6/3/2024,11/8/2024,Closed Won,SMB,4255.74,1
6/3/2024,11/15/2024,Closed Lost,Mid Market,37500,1
6/3/2024,12/6/2024,Closed Lost,SMB,5492.52,1
6/3/2024,12/13/2024,Closed Lost,Indirect,561,1
6/4/2024,6/7/2024,Closed Won,Indirect,367.2,2
6/4/2024,8/9/2024,Closed Lost,Mid Market,10416,1
6/4/2024,8/9/2024,Closed Lost,SMB,6140,1
6/4/2024,8/9/2024,Closed Won,Mid Market,46967.04,2
6/4/2024,8/30/2024,Closed Lost,Mid Market,40698,1
6/4/2024,9/20/2024,Closed Lost,Mid Market,28968,1
6/4/2024,10/11/2024,Closed Lost,Mid Market,26093.52,1
6/4/2024,10/18/2024,Closed Lost,Mid Market,19404,1
6/4/2024,11/15/2024,Closed Lost,SMB,11041.6,2
6/4/2024,3/21/2025,Closed Lost,Indirect,15750,1
6/5/2024,6/14/2024,Closed Won,SMB,6900,1
6/5/2024,6/21/2024,Closed Lost,Mid Market,24480,1
6/5/2024,7/5/2024,Closed Lost,Mid Market,10512,1
6/5/2024,7/26/2024,Closed Lost,Mid Market,13679.16,1
6/5/2024,8/30/2024,Closed Lost,Mid Market,17253,1
6/5/2024,9/20/2024,Closed Won,SMB,8519.04,1
6/5/2024,9/27/2024,Closed Lost,Mid Market,28080,1
6/5/2024,10/4/2024,Closed Lost,SMB,8199.36,1
6/5/2024,10/18/2024,Closed Won,Mid Market,5092.2,1
6/5/2024,11/8/2024,Closed Lost,SMB,9068.76,1
6/5/2024,11/15/2024,Closed Lost,SMB,13053.6,2
6/5/2024,1/10/2025,Closed Lost,Indirect,269040,1
6/5/2024,3/21/2025,Closed Lost,Indirect,0,2
6/6/2024,8/16/2024,Closed Lost,Mid Market,17415,1
6/6/2024,8/23/2024,Closed Lost,SMB,2622.6,1
6/6/2024,8/30/2024,Closed Lost,Mid Market,7545.6,1
6/6/2024,8/30/2024,Closed Won,Mid Market,26062.8,1
6/6/2024,9/20/2024,Closed Won,Mid Market,38410.08,1
6/6/2024,11/8/2024,Closed Lost,SMB,1856,1
6/6/2024,3/21/2025,Closed Lost,Indirect,16632,1
6/7/2024,6/14/2024,Closed Won,Indirect,1516.8,1
6/7/2024,7/19/2024,Closed Lost,Large Market,156240,1
6/7/2024,9/6/2024,Closed Lost,Indirect,0,1
6/7/2024,9/13/2024,Closed Lost,SMB,5492.52,1
6/7/2024,12/13/2024,Closed Lost,Indirect,5670,1
6/10/2024,8/2/2024,Closed Lost,Mid Market,21384,1
6/10/2024,8/9/2024,Closed Lost,SMB,5260,1
6/10/2024,8/16/2024,Closed Lost,Mid Market,22032,1
6/10/2024,9/6/2024,Closed Lost,Mid Market,33433.68,1
6/10/2024,9/13/2024,Closed Lost,SMB,5840,1
6/10/2024,10/4/2024,Closed Won,Mid Market,20160.48,1
6/10/2024,11/15/2024,Closed Lost,SMB,17600.04,2
6/11/2024,7/5/2024,Closed Won,Mid Market,7329.6,1
6/11/2024,8/9/2024,Closed Lost,Mid Market,39275.52,1
6/11/2024,8/23/2024,Closed Lost,Mid Market,13920,1
6/11/2024,9/20/2024,Closed Lost,Mid Market,33300,1
6/11/2024,9/20/2024,Closed Won,Mid Market,32037.12,1
6/11/2024,10/25/2024,Closed Lost,Indirect,43982.4,1
6/11/2024,11/8/2024,Closed Lost,SMB,14001.88,2
6/11/2024,12/13/2024,Closed Lost,Indirect,22701,2
6/11/2024,1/31/2025,Closed Lost,Large Market,144000,1
6/12/2024,6/14/2024,Closed Won,Mid Market,5530.08,1
6/12/2024,6/28/2024,Closed Won,Indirect,2900,1
6/12/2024,7/19/2024,Closed Lost,Mid Market,11046,1
6/12/2024,8/30/2024,Closed Lost,Mid Market,29324.898,1
6/12/2024,8/30/2024,Closed Won,Mid Market,26766.96,1
6/12/2024,9/13/2024,Closed Lost,Mid Market,35020.8,1
6/12/2024,10/4/2024,Closed Lost,Mid Market,12778.56,1
6/12/2024,11/15/2024,Closed Lost,SMB,3093.12,1
6/13/2024,6/14/2024,Closed Won,Indirect,1386,1
6/13/2024,6/28/2024,Closed Won,SMB,3778.56,1
6/13/2024,7/5/2024,Closed Lost,Mid Market,30069,1
6/13/2024,7/19/2024,Closed Lost,Mid Market,61746.72,1
6/13/2024,7/19/2024,Closed Lost,SMB,5260,1
6/13/2024,7/26/2024,Closed Lost,Indirect,7680,1
6/13/2024,8/2/2024,Closed Won,Large Market,152728.32,1
6/13/2024,8/16/2024,Closed Lost,SMB,1256,1
6/13/2024,8/30/2024,Closed Lost,SMB,5260,1
6/13/2024,9/13/2024,Closed Lost,Mid Market,33593.76,1
6/13/2024,9/20/2024,Closed Lost,Mid Market,22636.2,1
6/13/2024,9/27/2024,Closed Lost,Mid Market,11003.52,1
6/13/2024,10/4/2024,Closed Lost,SMB,5580,1
6/13/2024,10/25/2024,Closed Lost,Mid Market,6105,1
6/13/2024,11/1/2024,Closed Lost,Mid Market,122545.92,2
6/13/2024,11/15/2024,Closed Lost,SMB,5580,1
6/13/2024,11/22/2024,Closed Lost,SMB,8541,1
6/13/2024,12/13/2024,Closed Lost,Indirect,1,1
6/14/2024,6/21/2024,Closed Won,Indirect,13318.2,3
6/14/2024,6/28/2024,Closed Won,SMB,5580,1
6/14/2024,7/19/2024,Closed Lost,Indirect,20286,1
6/14/2024,7/19/2024,Closed Lost,Mid Market,10382.28,1
6/14/2024,8/30/2024,Closed Lost,Mid Market,8443.764,1
6/14/2024,9/6/2024,Closed Lost,SMB,1641.24,1
6/14/2024,9/13/2024,Closed Lost,Mid Market,47100,1
6/14/2024,9/20/2024,Closed Lost,Mid Market,14119.56,1
6/14/2024,10/11/2024,Closed Lost,SMB,6910.92,1
6/14/2024,10/18/2024,Closed Lost,Mid Market,10695.96,1
6/14/2024,12/13/2024,Closed Lost,Indirect,6825,1
6/14/2024,5/2/2025,Closed Lost,SMB,5260,1
6/17/2024,8/9/2024,Closed Lost,Mid Market,24900.36,1
6/17/2024,8/9/2024,Closed Lost,SMB,5260,1
6/17/2024,8/16/2024,Closed Lost,Large Market,254880,1
6/17/2024,8/30/2024,Closed Lost,Large Market,345600,1
6/17/2024,9/13/2024,Closed Lost,SMB,5256,1
6/17/2024,9/20/2024,Closed Lost,SMB,6543.72,1
6/17/2024,9/27/2024,Closed Lost,SMB,1476,1
6/17/2024,10/4/2024,Closed Lost,Large Market,258720,1
6/17/2024,10/4/2024,Closed Lost,Mid Market,33120,2
6/17/2024,10/11/2024,Closed Won,Mid Market,16381.2,1
6/17/2024,10/18/2024,Closed Lost,Mid Market,70454.88,1
6/17/2024,11/1/2024,Closed Lost,Mid Market,8199.36,1
6/17/2024,11/15/2024,Closed Lost,SMB,5282.28,1
6/18/2024,6/28/2024,Closed Won,Mid Market,51146.64,1
6/18/2024,6/28/2024,Closed Won,SMB,8481.6,1
6/18/2024,9/6/2024,Closed Lost,Indirect,0,1
6/18/2024,9/6/2024,Closed Won,Indirect,1267.5,1
6/18/2024,9/20/2024,Closed Lost,Large Market,184800,1
6/18/2024,9/20/2024,Closed Lost,Mid Market,37088.4,1
6/18/2024,10/4/2024,Closed Lost,Mid Market,12672,1
6/18/2024,10/4/2024,Closed Won,Mid Market,9438,1
6/18/2024,10/25/2024,Closed Lost,Mid Market,55497.36,1
6/18/2024,11/22/2024,Closed Won,SMB,4743,1
6/18/2024,6/20/2025,Closed Lost,Mid Market,10725.12,1
6/18/2024,11/14/2025,Closed Lost,Large Market,342000,1
6/19/2024,7/26/2024,Closed Lost,SMB,6832.8,1
6/19/2024,8/30/2024,Closed Won,Mid Market,25684.08,1
6/19/2024,9/6/2024,Closed Lost,Mid Market,60078.48,1
6/19/2024,9/13/2024,Closed Lost,SMB,5260,1
6/19/2024,9/27/2024,Closed Lost,Mid Market,20580,1
6/19/2024,11/1/2024,Verbal,SMB,5580,1
6/19/2024,11/8/2024,Closed Won,Large Market,205320,1
6/19/2024,11/15/2024,Closed Lost,SMB,4569.6,1
6/19/2024,1/10/2025,Closed Lost,Indirect,21600,1
6/19/2024,9/12/2025,Closed Won,Mid Market,38880,1
6/19/2024,10/17/2025,Closed Lost,Large Market,194441.28,1
6/20/2024,9/27/2024,Closed Lost,Mid Market,17552.64,1
6/20/2024,10/4/2024,Closed Lost,Mid Market,29160,1
6/20/2024,10/11/2024,Closed Lost,Mid Market,15805.44,1
6/20/2024,10/11/2024,Closed Won,Mid Market,12816,1
6/20/2024,11/15/2024,Closed Lost,SMB,7230,1
6/20/2024,12/13/2024,Closed Lost,Indirect,39900,1
6/21/2024,8/23/2024,Closed Lost,Mid Market,35224.8,1
6/21/2024,9/6/2024,Closed Lost,Mid Market,36960,1
6/21/2024,9/6/2024,Closed Won,Mid Market,18840,1
6/21/2024,9/20/2024,Closed Won,SMB,5580,1
6/21/2024,9/27/2024,Closed Lost,Mid Market,39900.72,1
6/21/2024,10/11/2024,Closed Lost,Mid Market,19548,1
6/21/2024,10/18/2024,Closed Lost,Mid Market,20328,1
6/21/2024,12/13/2024,Closed Lost,Indirect,109200,1
6/24/2024,7/12/2024,Closed Lost,SMB,5260,1
6/24/2024,8/9/2024,Closed Lost,SMB,7384.68,1
6/24/2024,8/23/2024,Closed Lost,SMB,5260,1
6/24/2024,8/30/2024,Closed Lost,SMB,9612,1
6/24/2024,8/30/2024,Closed Won,SMB,5580,1
6/24/2024,9/13/2024,Closed Won,Large Market,31693.2,1
6/24/2024,9/13/2024,Verbal,SMB,5985.6,1
6/24/2024,9/27/2024,Closed Lost,SMB,6269.4,1
6/24/2024,10/4/2024,Closed Lost,SMB,16672.68,3
6/24/2024,10/11/2024,Closed Lost,Mid Market,10786.8,1
6/24/2024,10/18/2024,Closed Lost,Mid Market,20724,1
